CARNET,CEDULA,APELLIDOS,NOMBRES,CODIGO_MATERIA,SECCION,DESCRIPCION,creditos,dia,hora_inicio,hora_fin
1600119,26787938,MENDOZA,MEGAN NATALIE,AM-2631,2,LEGISLACION ADUANERA,3,1,5,8
1800153,28738518,RAMIREZ HERNANDEZ,MATTHEW MATTHEW,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,2,4,6
1800153,28738518,RAMIREZ HERNANDEZ,MATTHEW MATTHEW,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,4,1,2
1800735,27598635,GOMEZ GOMEZ,NICHOLAS JOSHUA,FC-1229,3,DIVINATICA II,4,2,4,6
1800735,27598635,GOMEZ GOMEZ,NICHOLAS JOSHUA,FC-1229,3,DIVINATICA II,4,4,4,6
1800167,29259608,DIAZ GONZALEZ,MICHAEL JACOB,AM-1724,2,CONTABILIDAD,3,2,6,7
1800167,29259608,DIAZ GONZALEZ,MICHAEL JACOB,AM-1724,2,CONTABILIDAD,3,3,6,8
1700797,26730169,SANCHEZ JIMENEZ,JOSHUA,FC-1323,2,LENGUAJE II,3,1,3,4
1700797,26730169,SANCHEZ JIMENEZ,JOSHUA,FC-1323,2,LENGUAJE II,3,3,3,4
1800735,27598635,GOMEZ GOMEZ,NICHOLAS JOSHUA,AM-1114,1,INTRODUCCION A LA QUIMICA,3,2,6,7
1800735,27598635,GOMEZ GOMEZ,NICHOLAS JOSHUA,AM-1114,1,INTRODUCCION A LA QUIMICA,3,3,6,8
1200482,23641260,GUTIERREZ RAMIREZ,DANIEL,AM-3718,1,SERVICIO DE ALIMENTOS Y BEBIDAS,2,5,6,9
1800735,27598635,GOMEZ GOMEZ,NICHOLAS JOSHUA,FC-1525,1,LENGUAJE III,3,5,1,3
1600119,26787938,MENDOZA,MEGAN NATALIE,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,1,3
1600119,26787938,MENDOZA,MEGAN NATALIE,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,3,1,2
1508306,25615823,ROMERO PEREZ,RYAN,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,1,5,6
1508306,25615823,ROMERO PEREZ,RYAN,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,2,5,7
1200482,23641260,GUTIERREZ RAMIREZ,DANIEL,AM-3717,1,GESTION DE LA ARTEFACCION,6,2,1,8
1200482,23641260,GUTIERREZ RAMIREZ,DANIEL,AM-3717,1,GESTION DE LA ARTEFACCION,6,5,5,6
1900440,29857545,SANCHEZ ROMERO,ZACHARY,FC-1122,1,DIVINATICA I,4,2,1,3
1900440,29857545,SANCHEZ ROMERO,ZACHARY,FC-1122,1,DIVINATICA I,4,4,1,3
1900621,28400281,TORRES CASTILLO,ALEXIS JENNIFER,FC-1221,2,INGLES I ,3,3,1,3
1900621,28400281,TORRES CASTILLO,ALEXIS JENNIFER,FC-1221,2,INGLES I ,3,5,4,5
1700797,26730169,SANCHEZ JIMENEZ,JOSHUA,FC-1224,2,INGLES II,3,2,4,5
1700797,26730169,SANCHEZ JIMENEZ,JOSHUA,FC-1224,2,INGLES II,3,3,1,3
1508306,25615823,ROMERO PEREZ,RYAN,AM-3714,1,LEGISLACION APLICADA A LA HOSPITALIDAD,3,1,1,2
1508306,25615823,ROMERO PEREZ,RYAN,AM-3714,1,LEGISLACION APLICADA A LA HOSPITALIDAD,3,4,5,6
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,FC-1522,1,DIVINATICA III,4,1,1,3
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,FC-1522,1,DIVINATICA III,4,2,1,3
1200482,23641260,GUTIERREZ RAMIREZ,DANIEL,AM-3716,1,GESTION DE COMPRAS Y ALMACENAMIENTO,3,3,1,3
1200482,23641260,GUTIERREZ RAMIREZ,DANIEL,AM-3716,1,GESTION DE COMPRAS Y ALMACENAMIENTO,3,5,1,2
1800167,28615741,RAMIREZ,CHRISTOPHER JOSEPH,AM-1425,3,FUNDAMENTOS DE DERECHO,3,4,3,6
1800275,27324219,JIMENEZ SANCHEZ,RACHEL SAMANTHA,FC-1422,7,INTRODUCCION A LA ENCANTACION,3,2,1,3
1800275,27324219,JIMENEZ SANCHEZ,RACHEL SAMANTHA,FC-1422,7,INTRODUCCION A LA ENCANTACION,3,5,1,2
1600119,26787938,MENDOZA,MEGAN NATALIE,AM-2534,3,INTEGRACION NUMEROMICA II,3,2,4,5
1600119,26787938,MENDOZA,MEGAN NATALIE,AM-2534,3,INTEGRACION NUMEROMICA II,3,4,4,5
1800167,29259608,DIAZ GONZALEZ,MICHAEL JACOB,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1800167,29259608,DIAZ GONZALEZ,MICHAEL JACOB,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1700140,27354920,FERNANDEZ RAMIREZ,ASHLEY NICOLE,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1800167,28615741,RAMIREZ,CHRISTOPHER JOSEPH,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,1,1,2
1800167,28615741,RAMIREZ,CHRISTOPHER JOSEPH,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,5,4,5
1600183,26299543,LOPEZ GONZALEZ,NATHAN,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,3,5,6
1600183,26299543,LOPEZ GONZALEZ,NATHAN,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,5,5,7
1500565,20536071,RAMIREZ RUIZ,ANDREW TYLER,AM-2534,1,INTEGRACION NUMEROMICA II,3,1,1,2
1500565,20536071,RAMIREZ RUIZ,ANDREW TYLER,AM-2534,1,INTEGRACION NUMEROMICA II,3,2,3,4
1700429,28723876,SANCHEZ,BRANDON MICHAEL,FC-2810,1,ESTADISTICA I,3,2,7,9
1700429,28723876,SANCHEZ,BRANDON MICHAEL,FC-2810,1,ESTADISTICA I,3,4,1,2
1800167,29259608,DIAZ GONZALEZ,MICHAEL JACOB,FC-1701,2,INGLES III,3,1,1,3
1800167,29259608,DIAZ GONZALEZ,MICHAEL JACOB,FC-1701,2,INGLES III,3,5,3,4
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,1,3
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,3,1,2
1700797,26730169,SANCHEZ JIMENEZ,JOSHUA,AM-1334,6,FUNDAMENTOS DE ADMINISTRACION I,3,2,5,6
1700797,26730169,SANCHEZ JIMENEZ,JOSHUA,AM-1334,6,FUNDAMENTOS DE ADMINISTRACION I,3,4,5,6
1600183,26299543,LOPEZ GONZALEZ,NATHAN,AM-3715,1,CONTROL DE COSTOS DE ALIMENTOS Y BEBIDAS,3,2,1,3
1600183,26299543,LOPEZ GONZALEZ,NATHAN,AM-3715,1,CONTROL DE COSTOS DE ALIMENTOS Y BEBIDAS,3,4,1,2
1700429,28723876,SANCHEZ,BRANDON MICHAEL,AM-2802,1,LEGISLACIÓN FISCAL Y FINANCIERA I,3,5,1,4
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,AM-2530,1,INTEGRACION NUMEROMICA I,3,1,3,4
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,AM-2530,1,INTEGRACION NUMEROMICA I,3,3,3,4
1404577,24126574,MARTINEZ ROJAS,MEGAN EMILY,ET-2420,3,PASANTIA INTERMAGICA,6,1,1,1
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,TI-1381,2,TALLER BASICO,2,4,6,9
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,FC-1422,1,INTRODUCCION A LA ENCANTACION,3,2,2,3
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,FC-1422,1,INTRODUCCION A LA ENCANTACION,3,5,1,3
1500565,20536071,RAMIREZ RUIZ,ANDREW TYLER,AM-2425,1,PRINCIPIOS DE MANTENIMIENTO,3,3,1,2
1500565,20536071,RAMIREZ RUIZ,ANDREW TYLER,AM-2425,1,PRINCIPIOS DE MANTENIMIENTO,3,4,4,5
1600525,27799280,ROMERO SANCHEZ,CHRISTIAN MICHAEL,FC-1621,2,ESTADISTICA I,3,2,6,8
1600525,27799280,ROMERO SANCHEZ,CHRISTIAN MICHAEL,FC-1621,2,ESTADISTICA I,3,4,7,8
1800275,27324219,JIMENEZ SANCHEZ,RACHEL SAMANTHA,FC-1621,4,ESTADISTICA I,3,1,4,5
1800275,27324219,JIMENEZ SANCHEZ,RACHEL SAMANTHA,FC-1621,4,ESTADISTICA I,3,4,1,3
1700429,28723876,SANCHEZ,BRANDON MICHAEL,FC-2802,1,TÉCNICAS DE INVESTIGACIÓN DOCUMENTAL,3,2,1,3
1600680,26784321,MARTINEZ PEREZ,SAMUEL DAVID,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,1,1,2
1600680,26784321,MARTINEZ PEREZ,SAMUEL DAVID,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,5,4,5
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,FC-1232,2,INGLES V,3,2,4,5
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,FC-1232,2,INGLES V,3,4,5,7
1600183,26299543,LOPEZ GONZALEZ,NATHAN,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,1,5,6
1600183,26299543,LOPEZ GONZALEZ,NATHAN,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,2,5,7
1900196,28733436,SANCHEZ,JOSHUA ROBERT,FCA-151,3,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,1,4,6
1900306,29676961,DIAZ CASTILLO,JOSHUA,FC-1321,1,LENGUAJE I,3,2,4,5
1900306,29676961,DIAZ CASTILLO,JOSHUA,FC-1321,1,LENGUAJE I,3,4,4,5
1700653,27311677,ROMERO RAMIREZ,TAYLOR TAYLOR,AM-3535,1,MAGICOS DE PAGO INTERNACIONAL,3,4,1,4
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,FC-1422,6,INTRODUCCION A LA ENCANTACION,3,1,4,6
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,FC-1422,6,INTRODUCCION A LA ENCANTACION,3,4,3,4
1600680,26784321,MARTINEZ PEREZ,SAMUEL DAVID,FC-1225,1,INGLES III,3,2,1,3
1600680,26784321,MARTINEZ PEREZ,SAMUEL DAVID,FC-1225,1,INGLES III,3,3,4,5
1800549,28777975,ALVAREZ LOPEZ,AMBER SAMANTHA,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,1,1,3
1800549,28777975,ALVAREZ LOPEZ,AMBER SAMANTHA,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,4,3,4
1800275,27324219,JIMENEZ SANCHEZ,RACHEL SAMANTHA,AM-1425,3,FUNDAMENTOS DE DERECHO,3,4,3,6
1700653,27311677,ROMERO RAMIREZ,TAYLOR TAYLOR,AM-3549,1,MERCADEO INTERNACIONAL,3,1,4,6
1700653,27311677,ROMERO RAMIREZ,TAYLOR TAYLOR,AM-3549,1,MERCADEO INTERNACIONAL,3,3,5,6
1800786,29902526,DIAZ TORRES,SARAH ASHLEY,AM-1425,1,FUNDAMENTOS DE DERECHO,3,4,1,4
1600183,26299543,LOPEZ GONZALEZ,NATHAN,AM-3714,1,LEGISLACION APLICADA A LA HOSPITALIDAD,3,1,1,2
1600183,26299543,LOPEZ GONZALEZ,NATHAN,AM-3714,1,LEGISLACION APLICADA A LA HOSPITALIDAD,3,4,5,6
1600922,27584010,RUIZ HERNANDEZ,BENJAMIN BRANDON,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1600922,27584010,RUIZ HERNANDEZ,BENJAMIN BRANDON,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,FC-1621,4,ESTADISTICA I,3,1,4,5
1600176,27532469,MARTINEZ ROJAS,MICHELLE ASHLEY,FC-1621,4,ESTADISTICA I,3,4,1,3
1800275,27324219,JIMENEZ SANCHEZ,RACHEL SAMANTHA,FC-1225,1,INGLES III,3,2,1,3
1800275,27324219,JIMENEZ SANCHEZ,RACHEL SAMANTHA,FC-1225,1,INGLES III,3,3,4,5
1700140,27354920,FERNANDEZ RAMIREZ,ASHLEY NICOLE,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1700140,27354920,FERNANDEZ RAMIREZ,ASHLEY NICOLE,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1800786,29902526,DIAZ TORRES,SARAH ASHLEY,FC-1229,1,DIVINATICA II,4,3,1,3
1800786,29902526,DIAZ TORRES,SARAH ASHLEY,FC-1229,1,DIVINATICA II,4,5,1,3
1800940,27150241,ROMERO ROMERO,LAUREN LAUREN,FC-1129,2,DIVINATICA I ,4,3,4,6
1800940,27150241,ROMERO ROMERO,LAUREN LAUREN,FC-1129,2,DIVINATICA I ,4,5,4,6
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,FC-1523,1,METAFISICA II,3,2,4,5
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,FC-1523,1,METAFISICA II,3,4,3,5
1800275,27324219,JIMENEZ SANCHEZ,RACHEL SAMANTHA,AM-1335,6,FUNDAMENTOS DE ADMINISTRACION II,3,2,9,10
1800275,27324219,JIMENEZ SANCHEZ,RACHEL SAMANTHA,AM-1335,6,FUNDAMENTOS DE ADMINISTRACION II,3,4,9,10
1700501,27521507,DIAZ,AMANDA ASHLEY,AM-1724,1,CONTABILIDAD,3,2,1,3
1700501,27521507,DIAZ,AMANDA ASHLEY,AM-1724,1,CONTABILIDAD,3,3,3,4
1508498,26828933,JOHNSON LOPEZ,STEPHANIE EMILY,AM-5165,1,MANEJO DE MATERIALES PELIGROSOS,3,1,2,4
1800620,28454506,TORRES ROJAS,TAYLOR ELIZABETH,FCA-161,2,HOMBRE: CULTURA Y COOPERACIONEDAD II,3,2,1,3
1800940,27150241,ROMERO ROMERO,LAUREN LAUREN,FC-1525,1,LENGUAJE III,3,5,1,3
1506434,25654066,MARTINEZ,TAYLOR EMILY,AM-3147,2,TRANSPORTE TURISTICO,3,1,2,4
1800940,27150241,ROMERO ROMERO,LAUREN LAUREN,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1800786,29902526,DIAZ TORRES,SARAH ASHLEY,FC-1224,1,INGLES II,3,2,1,3
1800786,29902526,DIAZ TORRES,SARAH ASHLEY,FC-1224,1,INGLES II,3,3,4,5
1800675,27615307,RUIZ,MEGAN MEGAN,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,1,1,2
1800675,27615307,RUIZ,MEGAN MEGAN,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,5,4,5
1600922,27584010,RUIZ HERNANDEZ,BENJAMIN BRANDON,FC-1701,1,INGLES III,3,2,1,3
1600922,27584010,RUIZ HERNANDEZ,BENJAMIN BRANDON,FC-1701,1,INGLES III,3,3,4,5
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,TI-1325,2,VAPORICA I,3,2,6,7
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,TI-1325,2,VAPORICA I,3,4,5,7
1700140,27354920,FERNANDEZ RAMIREZ,ASHLEY NICOLE,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,1,5,6
1700140,27354920,FERNANDEZ RAMIREZ,ASHLEY NICOLE,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,2,5,7
1503707,25364053,RAMIREZ SANCHEZ,CHRISTOPHER,AM-2631,2,LEGISLACION ADUANERA,3,1,5,8
1700140,27354920,FERNANDEZ RAMIREZ,ASHLEY NICOLE,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,3,5,6
1700140,27354920,FERNANDEZ RAMIREZ,ASHLEY NICOLE,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,5,5,7
1900440,29857545,SANCHEZ ROMERO,ZACHARY,FC-1321,1,LENGUAJE I,3,2,4,5
1900440,29857545,SANCHEZ ROMERO,ZACHARY,FC-1321,1,LENGUAJE I,3,4,4,5
1800386,28359558,ANDERSON MARTINEZ,AMBER,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,2,1,3
1800386,28359558,ANDERSON MARTINEZ,AMBER,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,4,1,2
1503707,25364053,RAMIREZ SANCHEZ,CHRISTOPHER,AM-2544,1,SERVICIO DE TRANSPORTE DE MERCANCIA,2,2,1,4
1800546,28495463,MORENO GONZALEZ,DAVID NICHOLAS,FCA-151,2,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,2,4,6
1700837,27452982,GUTIERREZ,MEGAN JESSICA,FC-1521,1,METAFISICA I,3,1,5,7
1700837,27452982,GUTIERREZ,MEGAN JESSICA,FC-1521,1,METAFISICA I,3,3,5,6
1600680,26784321,MARTINEZ PEREZ,SAMUEL DAVID,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,2,1,3
1600680,26784321,MARTINEZ PEREZ,SAMUEL DAVID,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,4,1,2
1700501,27521507,DIAZ,AMANDA ASHLEY,FC-1525,1,LENGUAJE III,3,5,1,3
1600922,27584010,RUIZ HERNANDEZ,BENJAMIN BRANDON,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,3,5,6
1600922,27584010,RUIZ HERNANDEZ,BENJAMIN BRANDON,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,5,5,7
1503707,25364053,RAMIREZ SANCHEZ,CHRISTOPHER,AM-3549,1,MERCADEO INTERNACIONAL,3,1,4,6
1503707,25364053,RAMIREZ SANCHEZ,CHRISTOPHER,AM-3549,1,MERCADEO INTERNACIONAL,3,3,5,6
1700501,27521507,DIAZ,AMANDA ASHLEY,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1700501,27521507,DIAZ,AMANDA ASHLEY,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1800386,28359558,ANDERSON MARTINEZ,AMBER,AM-1425,3,FUNDAMENTOS DE DERECHO,3,4,3,6
1800786,29902526,DIAZ TORRES,SARAH ASHLEY,FC-1323,4,LENGUAJE II,3,1,4,5
1800786,29902526,DIAZ TORRES,SARAH ASHLEY,FC-1323,4,LENGUAJE II,3,4,4,5
1508516,25566280,RAMIREZ MARTINEZ,CHRISTOPHER MICHAEL,AM-3549,1,MERCADEO INTERNACIONAL,3,1,4,6
1508516,25566280,RAMIREZ MARTINEZ,CHRISTOPHER MICHAEL,AM-3549,1,MERCADEO INTERNACIONAL,3,3,5,6
1508498,26828933,JOHNSON LOPEZ,STEPHANIE EMILY,AM-2634,1,NOMENCLATURA  ADUANERA,3,1,5,6
1508498,26828933,JOHNSON LOPEZ,STEPHANIE EMILY,AM-2634,1,NOMENCLATURA  ADUANERA,3,5,1,3
1900603,27761790,GOMEZ ROJAS,TYLER NICHOLAS,FC-1221,2,INGLES I ,3,3,1,3
1900603,27761790,GOMEZ ROJAS,TYLER NICHOLAS,FC-1221,2,INGLES I ,3,5,4,5
1700501,27521507,DIAZ,AMANDA ASHLEY,FC-1701,2,INGLES III,3,1,1,3
1700501,27521507,DIAZ,AMANDA ASHLEY,FC-1701,2,INGLES III,3,5,3,4
1800528,28246702,MORENO RODRIGUEZ,BRANDON,FC-1525,2,LENGUAJE III,3,5,4,6
1600922,27584010,RUIZ HERNANDEZ,BENJAMIN BRANDON,FC-1525,1,LENGUAJE III,3,5,1,3
1503741,26712131,RAMIREZ GONZALEZ,DAVID,AM-1425,3,FUNDAMENTOS DE DERECHO,3,4,3,6
1700141,27423938,JIMENEZ ALONZO,JOHN JOSHUA,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,1,3,4
1700141,27423938,JIMENEZ ALONZO,JOHN JOSHUA,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,3,3,4
1508300,26459827,SANCHEZ PEREZ,BRANDON CHRISTOPHER,AM-1723,1,CONTABILIDAD II,3,2,4,5
1508300,26459827,SANCHEZ PEREZ,BRANDON CHRISTOPHER,AM-1723,1,CONTABILIDAD II,3,3,1,2
1600825,24714454,RAMIREZ LOPEZ,CHRISTOPHER,AM-2721,1,CONTABILIDAD PARA SERVICIOS DE LA HOSPITALIDAD,3,2,4,5
1600825,24714454,RAMIREZ LOPEZ,CHRISTOPHER,AM-2721,1,CONTABILIDAD PARA SERVICIOS DE LA HOSPITALIDAD,3,4,3,6
1700141,27423938,JIMENEZ ALONZO,JOHN JOSHUA,AM-3435,1,CALIDAD TOTAL,3,2,1,3
1306320,24456477,MARTINEZ SANCHEZ,NICHOLAS JOSHUA,AM-4811,1,CLASIFICACION ARANCELARIA I,3,2,5,7
1306320,24456477,MARTINEZ SANCHEZ,NICHOLAS JOSHUA,AM-4811,1,CLASIFICACION ARANCELARIA I,3,5,5,7
1700107,27771588,DIAZ,SARAH ALYSSA,FC-1701,1,INGLES III,3,2,1,3
1700107,27771588,DIAZ,SARAH ALYSSA,FC-1701,1,INGLES III,3,3,4,5
1508300,26459827,SANCHEZ PEREZ,BRANDON CHRISTOPHER,AM-2433,1,ADMINISTRACION DE RECURSOS HUMANOS,3,3,3,4
1508300,26459827,SANCHEZ PEREZ,BRANDON CHRISTOPHER,AM-2433,1,ADMINISTRACION DE RECURSOS HUMANOS,3,4,3,4
1600839,26493382,ALVAREZ SANCHEZ,MATTHEW JOSEPH,FC-1512,1,DIVINATICA II,4,2,4,6
1600839,26493382,ALVAREZ SANCHEZ,MATTHEW JOSEPH,FC-1512,1,DIVINATICA II,4,4,4,6
1700107,27771588,DIAZ,SARAH ALYSSA,AM-2713,1,NUMEROMIA EMPRESARIAL,3,1,3,4
1700107,27771588,DIAZ,SARAH ALYSSA,AM-2713,1,NUMEROMIA EMPRESARIAL,3,5,1,2
1500565,20536071,RAMIREZ RUIZ,ANDREW TYLER,AM-3535,1,MAGICOS DE PAGO INTERNACIONAL,3,4,1,4
1700141,27423938,JIMENEZ ALONZO,JOHN JOSHUA,FC-1226,1,INGLES III,3,2,1,3
1700141,27423938,JIMENEZ ALONZO,JOHN JOSHUA,FC-1226,1,INGLES III,3,4,3,4
1600839,26493382,ALVAREZ SANCHEZ,MATTHEW JOSEPH,FC-2802,1,TÉCNICAS DE INVESTIGACIÓN DOCUMENTAL,3,2,1,3
1508300,26459827,SANCHEZ PEREZ,BRANDON CHRISTOPHER,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,1,1,2
1508300,26459827,SANCHEZ PEREZ,BRANDON CHRISTOPHER,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,2,4,5
1400527,26449373,FERNANDEZ TORRES,JOSHUA JOSEPH,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,1,3
1400527,26449373,FERNANDEZ TORRES,JOSHUA JOSEPH,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,3,1,2
1700107,27771588,DIAZ,SARAH ALYSSA,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1700107,27771588,DIAZ,SARAH ALYSSA,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1600825,24714454,RAMIREZ LOPEZ,CHRISTOPHER,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,3,5,6
1600825,24714454,RAMIREZ LOPEZ,CHRISTOPHER,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,5,5,7
1800675,27615307,RUIZ,MEGAN MEGAN,FC-1422,1,INTRODUCCION A LA ENCANTACION,3,2,2,3
1800675,27615307,RUIZ,MEGAN MEGAN,FC-1422,1,INTRODUCCION A LA ENCANTACION,3,5,1,3
1800345,28418207,SANCHEZ MORENO,CHRISTOPHER MATTHEW,FC-1221,1,INGLES I ,3,2,7,8
1800345,28418207,SANCHEZ MORENO,CHRISTOPHER MATTHEW,FC-1221,1,INGLES I ,3,4,3,5
1600839,26493382,ALVAREZ SANCHEZ,MATTHEW JOSEPH,FC-1513,1,METAFISICA I,3,1,2,4
1600839,26493382,ALVAREZ SANCHEZ,MATTHEW JOSEPH,FC-1513,1,METAFISICA I,3,4,2,3
1900338,28429781,GUTIERREZ ROJAS,EMILY VICTORIA,FC-1122,1,DIVINATICA I,4,2,1,3
1900338,28429781,GUTIERREZ ROJAS,EMILY VICTORIA,FC-1122,1,DIVINATICA I,4,4,1,3
1508742,26696930,ROJAS,BRITTANY SAMANTHA,FC-2810,1,ESTADISTICA I,3,2,7,9
1508742,26696930,ROJAS,BRITTANY SAMANTHA,FC-2810,1,ESTADISTICA I,3,4,1,2
1700653,27311677,ROMERO RAMIREZ,TAYLOR TAYLOR,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,1,3
1700653,27311677,ROMERO RAMIREZ,TAYLOR TAYLOR,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,3,1,2
1508742,26696930,ROJAS,BRITTANY SAMANTHA,AM-3810,1,GEONUMEROMIA INTERNACIONAL,3,3,5,7
1600183,26299543,LOPEZ GONZALEZ,NATHAN,FC-4702,1,TECNICAS DE INVESTIGACION,3,5,1,3
1700839,27656903,ROJAS,CHRISTOPHER MICHAEL,FC-1581,2,LABORATORIO DE METAFISICA,2,1,5,7
1600279,25540464,ROJAS,MICHAEL,AM-2713,1,NUMEROMIA EMPRESARIAL,3,1,3,4
1600279,25540464,ROJAS,MICHAEL,AM-2713,1,NUMEROMIA EMPRESARIAL,3,5,1,2
1700222,27607311,TORRES,JACOB MICHAEL,AM-1335,5,FUNDAMENTOS DE ADMINISTRACION II,3,2,7,8
1700222,27607311,TORRES,JACOB MICHAEL,AM-1335,5,FUNDAMENTOS DE ADMINISTRACION II,3,4,7,8
1800675,27615307,RUIZ,MEGAN MEGAN,AM-1425,1,FUNDAMENTOS DE DERECHO,3,4,1,4
1900283,29771947,MARTIN,ASHLEY EMILY,FC-1221,1,INGLES I ,3,2,7,8
1900283,29771947,MARTIN,ASHLEY EMILY,FC-1221,1,INGLES I ,3,4,3,5
1400527,26449373,FERNANDEZ TORRES,JOSHUA JOSEPH,AM-2634,1,NOMENCLATURA  ADUANERA,3,1,5,6
1400527,26449373,FERNANDEZ TORRES,JOSHUA JOSEPH,AM-2634,1,NOMENCLATURA  ADUANERA,3,5,1,3
1600485,22201397,SANCHEZ MENDOZA,ELIZABETH HANNAH,FCA-141,1,TRADICIONES Y ORALIDAD ,3,3,3,5
1206821,20363673,ROMERO GARCIA,BRANDON MICHAEL,AM-3535,1,MAGICOS DE PAGO INTERNACIONAL,3,4,1,4
1600839,26493382,ALVAREZ SANCHEZ,MATTHEW JOSEPH,AM-2802,1,LEGISLACIÓN FISCAL Y FINANCIERA I,3,5,1,4
1206821,20363673,ROMERO GARCIA,BRANDON MICHAEL,AM-3540,1,SEGUROS DE TRANSPORTE DE MERCANCIAS,3,3,1,2
1206821,20363673,ROMERO GARCIA,BRANDON MICHAEL,AM-3540,1,SEGUROS DE TRANSPORTE DE MERCANCIAS,3,4,9,10
1700107,27771588,DIAZ,SARAH ALYSSA,AM-2721,1,CONTABILIDAD PARA SERVICIOS DE LA HOSPITALIDAD,3,2,4,5
1700107,27771588,DIAZ,SARAH ALYSSA,AM-2721,1,CONTABILIDAD PARA SERVICIOS DE LA HOSPITALIDAD,3,4,3,6
1503741,26712131,RAMIREZ GONZALEZ,DAVID,AM-2530,1,INTEGRACION NUMEROMICA I,3,1,3,4
